0.0000000000000000	-1.428190000000000e-2
2.000000000000000e-3	-2.160660000000000e-2
4.000000000000000e-3	-2.539100000000000e-2
6.000000000000000e-3	-3.894050000000000e-2
8.000000000000000e-3	-3.576540100000000e-2
1.000000000000000e-2	-4.211400000000000e-2
1.200000000000000e-2	-3.857370000000000e-2
1.400000000000000e-2	-7.104499999999998e-2
1.600000000000000e-2	-5.493150000000000e-2
1.800000000000000e-2	-2.221690000000000e-2
2.000000000000000e-2	-3.173800000000000e-2
2.200000000000000e-2	-4.675259999999999e-2
2.400000000000001e-2	3.668000000000012e-4
2.600000000000001e-2	1.330680000000000e-2
2.800000000000001e-2	4.382290000000000e-2
3.000000000000001e-2	1.212157000000000e-1
3.200000000000002e-2	2.076427000000000e-1
3.400000000000002e-2	3.604741000000000e-1
3.600000000000002e-2	4.656979999999999e-1
3.800000000000002e-2	3.140875000000000e-1
4.000000000000002e-2	9.130800000000000e-2
4.200000000000002e-2	-2.990770000000000e-2
4.400000000000002e-2	1.000990000000000e-2
4.600000000000002e-2	7.409690000000000e-2
4.800000000000003e-2	1.986080000000000e-1
5.000000000000003e-2	2.487790000000000e-1
5.200000000000003e-2	2.553725000000000e-1
5.400000000000003e-2	3.048090000000000e-1
5.600000000000003e-2	3.696280000000000e-1
5.800000000000004e-2	3.642569999999999e-1
6.000000000000004e-2	3.609629000000000e-1
6.200000000000004e-2	2.459728000000000e-1
6.400000000000004e-2	3.967170000000001e-2
6.600000000000005e-2	-9.997490000000000e-2
6.800000000000005e-2	-4.028310000000000e-2
7.000000000000005e-2	-3.540799999999999e-3
7.200000000000005e-2	-7.568000000000000e-3
7.400000000000005e-2	6.225550000000000e-2
7.600000000000005e-2	1.674793000000000e-1
7.800000000000005e-2	2.133808000000000e-1
8.000000000000006e-2	2.329104000000000e-1
8.200000000000006e-2	2.695309000000000e-1
8.400000000000006e-2	3.026120000000000e-1
8.600000000000006e-2	3.211666000000000e-1
8.800000000000006e-2	2.397450000000000e-1
9.000000000000006e-2	1.551505000000000e-1
9.200000000000006e-2	-2.197299999999999e-3
9.400000000000006e-2	-1.303718000000000e-1
9.600000000000006e-2	-2.296162999999999e-1
9.800000000000008e-2	-2.593991000000000e-1
1.000000000000001e-1	-2.509760000000000e-1
1.020000000000001e-1	-2.938226000000000e-1
1.040000000000001e-1	-2.991943000000000e-1
1.060000000000001e-1	-2.484130000000000e-1
1.080000000000001e-1	-9.228420000000000e-2
1.100000000000001e-1	2.319599999999997e-3
1.120000000000001e-1	2.124150000000000e-2
1.140000000000001e-1	-5.371600000000001e-3
1.160000000000001e-1	-9.558030000000002e-2
1.180000000000001e-1	-1.539320000000000e-1
1.200000000000001e-1	-1.402591000000000e-1
1.220000000000001e-1	-1.525880000000000e-1
1.240000000000001e-1	-1.041257000000000e-1
1.260000000000001e-1	1.147449999999998e-2
1.280000000000001e-1	8.508299999999998e-2
1.300000000000001e-1	1.446522000000001e-1
1.320000000000001e-1	2.086183000000000e-1
1.340000000000001e-1	2.056883000000000e-1
1.360000000000001e-1	1.700438000000000e-1
1.380000000000001e-1	9.912160000000000e-2
1.400000000000001e-1	1.953150000000000e-2
1.420000000000001e-1	-1.037430000000001e-2
1.440000000000001e-1	-3.784169999999998e-2
1.460000000000001e-1	-1.226798000000000e-1
1.480000000000001e-1	-1.405020000000000e-1
1.500000000000001e-1	-1.748046000000000e-1
1.520000000000001e-1	-1.685790100000000e-1
1.540000000000001e-1	-1.685787000000000e-1
1.560000000000001e-1	-9.069930000000002e-2
1.580000000000001e-1	-7.226479999999998e-2
1.600000000000001e-1	-1.318356000000000e-1
1.620000000000001e-1	-2.357185000000000e-1
1.640000000000001e-1	-2.829590000000000e-1
1.660000000000001e-1	-2.609869000000000e-1
1.680000000000001e-1	-1.798091000000000e-1
1.700000000000001e-1	-8.911120000000000e-2
1.720000000000001e-1	-2.253410000000001e-1
1.740000000000001e-1	-2.719725000000000e-1
1.760000000000001e-1	-1.641860000000000e-1
1.780000000000001e-1	-8.679080000000000e-2
1.800000000000001e-1	-5.798410000000000e-2
1.820000000000001e-1	-8.520440000000000e-2
1.840000000000001e-1	3.869559999999998e-2
1.860000000000001e-1	4.211370000000000e-2
1.880000000000001e-1	-6.592099999999987e-3
1.900000000000002e-1	5.529799999999999e-2
1.920000000000002e-1	1.770030100000000e-2
1.940000000000002e-1	3.918410000000001e-2
1.960000000000002e-1	-9.032799999999994e-3
1.980000000000002e-1	-1.199956000000000e-1
2.000000000000002e-1	-2.282713000000000e-1
2.020000000000002e-1	-3.214106000000000e-1
2.040000000000002e-1	-3.289803000000000e-1
2.060000000000002e-1	-2.895517000000000e-1
2.080000000000002e-1	-2.182616000000000e-1
2.100000000000002e-1	-1.359864000000000e-1
2.120000000000002e-1	-9.765799999999997e-3
2.140000000000002e-1	1.038826000000000e-1
2.160000000000002e-1	1.191413000000000e-1
2.180000000000002e-1	1.473407000000000e-1
2.200000000000002e-1	1.489257000000000e-1
2.220000000000002e-1	1.363538000000000e-1
2.240000000000002e-1	7.006920000000002e-2
2.260000000000002e-1	2.795469999999999e-2
2.280000000000002e-1	-4.748560000000002e-2
2.300000000000002e-1	-1.472177000000000e-1
2.320000000000002e-1	-2.312017000000000e-1
2.340000000000002e-1	-1.330571000000000e-1
2.360000000000002e-1	2.685600000000003e-3
2.380000000000002e-1	1.538068000000000e-1
2.400000000000002e-1	2.054431000000000e-1
2.420000000000002e-1	2.283934000000000e-1
2.440000000000002e-1	3.341081000000000e-1
2.460000000000002e-1	3.181154000000000e-1
