0.000000	0.000015
0.002000	0.000190
0.004000	0.000775
0.006000	0.001046
0.008000	-0.000344
0.010000	-0.001094
0.012000	0.002052
0.014000	0.003366
0.016000	-0.003989
0.018000	-0.005555
0.020000	0.021916
0.022000	0.067940
0.024000	0.093683
0.026000	0.088395
0.028000	0.079120
0.030000	0.079438
0.032000	0.074109
0.034000	0.055947
0.036000	0.033927
0.038000	0.010251
0.040000	-0.015621
0.042000	-0.035269
0.044000	-0.043797
0.046000	-0.033053
0.048000	0.038731
0.050000	0.218452
0.052000	0.468570
0.054000	0.647902
0.056000	0.636806
0.058000	0.481046
0.060000	0.355882
0.062000	0.361689
0.064000	0.412260
0.066000	0.374656
0.068000	0.252638
0.070000	0.159813
0.072000	0.169799
0.074000	0.265814
0.076000	0.390427
0.078000	0.484406
0.080000	0.513962
0.082000	0.495953
0.084000	0.468347
0.086000	0.436724
0.088000	0.385295
0.090000	0.320488
0.092000	0.267105
0.094000	0.243936
0.096000	0.261575
0.098000	0.309201
0.100000	0.341784
0.102000	0.321275
0.104000	0.257930
0.106000	0.176482
0.108000	0.072976
0.110000	-0.059491
0.112000	-0.200971
0.114000	-0.328767
0.116000	-0.439907
0.118000	-0.535943
0.120000	-0.607488
0.122000	-0.644326
0.124000	-0.655546
0.126000	-0.674492
0.128000	-0.731474
0.130000	-0.818905
0.132000	-0.900373
0.134000	-0.953443
0.136000	-0.981900
0.138000	-0.992604
0.140000	-0.984608
0.142000	-0.961211
0.144000	-0.938078
0.146000	-0.938039
0.148000	-0.975048
0.150000	-1.035417
0.152000	-1.084967
0.154000	-1.107348
0.156000	-1.121110
0.158000	-1.147131
0.160000	-1.181078
0.162000	-1.210992
0.164000	-1.235829
0.166000	-1.253376
0.168000	-1.255893
0.170000	-1.246640
0.172000	-1.237262
0.174000	-1.227184
0.176000	-1.207616
0.178000	-1.181548
0.180000	-1.158346
0.182000	-1.135882
0.184000	-1.106115
0.186000	-1.070543
0.188000	-1.035474
0.190000	-0.999541
0.192000	-0.956279
0.194000	-0.902729
0.196000	-0.840733
0.198000	-0.776875
0.200000	-0.720636
0.202000	-0.673617
0.204000	-0.623982
0.206000	-0.561195
